wrclmch,prtcleat,anweight,party_feel_closest
0.0,1.0,0.095446646,middle left
-0.5,3.0,0.5096848,right
0.5,5.0,1.3238643,left
0.5,66.0,0.12315519,none
0.5,1.0,0.0978774,middle left
-0.5,3.0,0.10293316,right
0.0,66.0,0.3902762,none
0.5,66.0,0.13777868,none
0.5,1.0,0.1950677,middle left
0.5,66.0,0.22242649,none
0.0,66.0,0.095766954,none
0.0,2.0,0.103305325,middle right
-0.5,66.0,0.07827584,none
0.5,66.0,0.0489387,none
1.0,5.0,1.3238643,left
0.0,66.0,0.054040294,none
0.0,66.0,0.40937296,none
0.0,66.0,0.84357965,none
0.0,5.0,0.10828316,left
-0.5,88.0,0.7037452,none
1.0,1.0,0.12923826,middle left
0.0,2.0,0.121793956,middle right
0.0,66.0,0.38117707,none
0.0,2.0,0.2174638,middle right
0.0,66.0,0.057419594,none
1.0,1.0,0.63088864,middle left
1.0,2.0,0.44850147,middle right
0.0,1.0,0.3338157,middle left
1.0,5.0,0.16519614,left
0.5,2.0,0.055206582,middle right
0.5,66.0,0.1816021,none
-0.5,3.0,0.46025607,right
0.0,66.0,0.40996447,none
-0.5,3.0,0.10818827,right
1.0,6.0,1.3238643,left
0.0,66.0,0.13497634,none
0.5,1.0,0.84682536,middle left
-0.5,66.0,0.046825554,none
0.0,66.0,1.191939,none
0.0,1.0,0.14472999,middle left
1.0,66.0,0.32426775,none
0.0,66.0,0.21999326,none
-0.5,1.0,0.2643093,middle left
0.0,3.0,0.25409827,right
0.0,1.0,0.101897456,middle left
0.5,66.0,0.48480842,none
0.0,1.0,0.04647404,middle left
0.0,1.0,0.28782848,middle left
0.0,3.0,0.08725899,right
0.0,66.0,0.091044754,none
-0.5,1.0,0.1745223,middle left
0.0,66.0,0.15414636,none
0.5,1.0,0.081176795,middle left
0.5,66.0,0.040366955,none
0.5,66.0,0.31544432,none
0.5,66.0,0.26277858,none
0.5,66.0,0.12520759,none
0.0,66.0,1.1801572,none
0.0,66.0,1.3238645,none
0.0,66.0,0.055799972,none
0.5,3.0,0.7883361,right
-0.5,66.0,1.3238645,none
-0.5,3.0,0.08888855,right
0.0,2.0,0.7006819,middle right
0.0,1.0,0.15479836,middle left
0.0,88.0,0.18327813,none
1.0,5.0,1.3238645,left
0.0,66.0,0.10142515,none
0.5,66.0,0.17811371,none
0.5,66.0,0.51911527,none
0.5,5.0,1.0102668,left
0.0,2.0,0.04563936,middle right
-0.5,66.0,0.058316287,none
0.5,66.0,0.40063697,none
1.0,66.0,1.3238643,none
0.0,5.0,1.0668666,left
0.5,5.0,0.29190952,left
-0.5,1.0,0.038699605,middle left
0.0,2.0,0.2157263,middle right
0.5,66.0,0.4329966,none
0.0,66.0,0.31695566,none
0.5,66.0,0.62696743,none
0.0,66.0,0.033744086,none
0.0,1.0,0.11663257,middle left
0.0,1.0,0.048230585,middle left
0.0,1.0,0.11381127,middle left
-0.5,3.0,1.0476283,right
-0.5,66.0,0.057419594,none
0.0,3.0,0.06579067,right
1.0,66.0,0.9222894,none
0.5,66.0,0.097977616,none
0.5,66.0,0.5429983,none
0.5,66.0,0.51117456,none
-0.5,66.0,0.12315937,none
0.0,2.0,0.0946566,middle right
0.5,66.0,0.14735793,none
0.0,3.0,0.28590885,right
0.0,66.0,0.21258536,none
1.0,5.0,0.18976213,left
0.0,1.0,0.21574184,middle left
0.0,2.0,0.35959753,middle right
0.5,66.0,0.13861534,none
-0.5,2.0,0.07739921,middle right
0.0,3.0,0.7973725,right
0.0,66.0,0.24109301,none
0.0,66.0,0.10818827,none
0.0,2.0,1.0020479,middle right
1.0,66.0,0.26957887,none
1.0,66.0,0.104123436,none
-0.5,3.0,0.100183584,right
0.0,1.0,0.7639447,middle left
0.5,7.0,0.2840552,middle right
0.0,66.0,0.09465399,none
0.5,66.0,0.35286412,none
0.5,66.0,0.40912768,none
-0.5,3.0,0.6031049,right
0.5,66.0,0.6031049,none
0.0,1.0,0.12792477,middle left
0.5,66.0,0.09086093,none
0.0,66.0,0.21522257,none
0.0,2.0,0.27772847,middle right
0.0,66.0,0.07400245,none
0.0,66.0,0.04562165,none
0.0,1.0,0.31544432,middle left
0.0,1.0,0.26572496,middle left
0.0,66.0,0.66719633,none
0.0,1.0,0.46025607,middle left
1.0,66.0,0.13777868,none
-1.0,2.0,0.13466832,middle right
-1.0,3.0,0.14140427,right
0.5,5.0,0.107597955,left
0.5,2.0,0.10899844,middle right
1.0,66.0,0.20094818,none
0.5,66.0,0.06579065,none
0.5,66.0,0.74180025,none
0.0,2.0,0.39902058,middle right
0.5,66.0,0.9722278,none
0.0,2.0,0.16929258,middle right
1.0,66.0,0.040825214,none
0.5,66.0,0.14069255,none
-0.5,66.0,0.46656477,none
0.0,66.0,0.09199608,none
0.5,66.0,0.83082986,none
0.5,1.0,0.69691986,middle left
0.0,66.0,0.45943642,none
0.5,66.0,0.65344447,none
0.0,66.0,0.1934981,none
1.0,66.0,0.09069554,none
1.0,6.0,1.2048144,left
0.5,66.0,0.30155244,none
0.0,66.0,0.31998032,none
0.0,66.0,0.25457516,none
-0.5,66.0,0.33039227,none
0.5,2.0,0.17011313,middle right
0.0,66.0,0.6594144,none
0.5,2.0,0.22760281,middle right
-1.0,3.0,0.14140427,right
0.5,66.0,0.22248554,none
0.5,1.0,0.2314321,middle left
0.0,66.0,0.07626979,none
0.5,1.0,0.046017826,middle left
1.0,66.0,0.051193237,none
1.0,66.0,0.94633317,none
0.0,66.0,0.40088582,none
0.0,2.0,0.22457482,middle right
0.0,66.0,0.095651016,none
0.5,66.0,0.0807288,none
0.0,66.0,0.31551477,none
0.0,66.0,0.05414158,none
0.5,66.0,0.20379488,none
0.5,66.0,0.14813694,none
0.0,1.0,0.25656164,middle left
0.0,1.0,1.3238645,middle left
-0.5,2.0,0.07739921,middle right
0.0,66.0,0.25690973,none
-0.5,66.0,0.1154997,none
-0.5,66.0,0.55446714,none
0.5,66.0,0.0872734,none
0.0,2.0,0.15526402,middle right
0.0,2.0,0.1729862,middle right
1.0,1.0,0.06942707,middle left
0.5,66.0,0.24320082,none
1.0,1.0,0.26129964,middle left
0.0,2.0,0.40284938,middle right
0.0,66.0,0.27555737,none
0.5,66.0,0.13942225,none
0.0,3.0,0.07684516,right
0.0,3.0,0.27149916,right
-0.5,3.0,0.42323118,right
0.5,66.0,0.24358791,none
0.0,5.0,0.13801286,left
0.0,66.0,1.3238645,none
0.0,66.0,0.7485566,none
0.0,1.0,0.10047409,middle left
0.5,7.0,0.38164878,middle right
-0.5,2.0,0.36417902,middle right
0.5,66.0,0.44216883,none
1.0,66.0,0.26293555,none
1.0,66.0,0.34022626,none
0.5,1.0,0.8854352,middle left
0.0,66.0,0.095822476,none
-0.5,66.0,0.47431388,none
-1.0,1.0,0.10321815,middle left
0.0,66.0,0.29610863,none
-0.5,3.0,1.3238645,right
0.0,66.0,0.13972022,none
0.5,66.0,0.2286786,none
-0.5,1.0,0.060802206,middle left
0.5,66.0,0.38899794,none
0.5,66.0,0.1594869,none
-1.0,66.0,0.34867233,none
0.0,88.0,0.05774985,none
-0.5,66.0,0.28280854,none
0.0,1.0,0.164786,middle left
0.5,66.0,0.1893132,none
0.0,2.0,1.3238645,middle right
0.5,66.0,0.63073593,none
0.0,2.0,0.473632,middle right
0.5,66.0,0.17564406,none
-0.5,1.0,0.14140427,middle left
-0.5,1.0,1.0453805,middle left
0.0,3.0,0.39526898,right
-0.5,66.0,0.18336833,none
1.0,5.0,0.1621211,left
1.0,66.0,0.2701594,none
1.0,66.0,0.43039182,none
0.0,66.0,0.16414294,none
0.0,66.0,0.045385156,none
0.5,2.0,0.07427202,middle right
0.0,1.0,0.46126106,middle left
1.0,66.0,0.7702916,none
0.0,66.0,0.78049207,none
0.0,66.0,0.28262457,none
0.0,66.0,0.16212454,none
0.5,66.0,0.14184768,none
0.5,66.0,0.1807794,none
-0.5,3.0,0.26190728,right
0.0,66.0,1.0893724,none
1.0,66.0,0.18665595,none
0.0,3.0,0.31544432,right
-0.5,2.0,0.060802206,middle right
0.0,3.0,0.2525667,right
0.0,66.0,0.21999323,none
-0.5,66.0,0.16110788,none
0.5,66.0,0.5834975,none
0.5,5.0,0.3357224,left
-0.5,66.0,0.19255431,none
0.5,66.0,0.42613277,none
0.5,88.0,0.14912452,none
-0.5,66.0,0.07763201,none
0.0,66.0,0.08464629,none
1.0,5.0,0.109055094,left
0.5,2.0,0.18131082,middle right
0.5,66.0,0.42538047,none
0.0,66.0,0.49462575,none
0.0,66.0,0.0903897,none
1.0,5.0,0.19625835,left
1.0,5.0,0.6262899,left
0.5,1.0,0.27235812,middle left
0.5,66.0,0.356025,none
1.0,5.0,0.10629268,left
-0.5,66.0,0.16538702,none
0.0,1.0,0.06214383,middle left
0.5,66.0,0.09537208,none
0.0,1.0,0.048230585,middle left
1.0,5.0,0.28449947,left
0.5,1.0,0.162076,middle left
0.0,7.0,0.9502628,middle right
0.0,66.0,0.38510862,none
0.0,66.0,0.08165043,none
-0.5,66.0,0.12792477,none
0.5,5.0,0.09286898,left
0.5,66.0,0.13466832,none
0.5,66.0,0.07614878,none
0.5,1.0,0.05766211,middle left
0.0,66.0,0.35171068,none
1.0,5.0,0.5503057,left
0.0,66.0,0.629542,none
0.0,66.0,0.05145181,none
0.5,66.0,0.12189031,none
0.0,2.0,0.16929258,middle right
0.5,66.0,0.6175744,none
1.0,66.0,0.6348638,none
0.5,1.0,0.40194088,middle left
-0.5,2.0,0.22803932,middle right
0.0,66.0,0.08068949,none
-0.5,3.0,0.12750545,right
0.5,66.0,0.29809186,none
0.5,7.0,0.06942707,middle right
0.5,66.0,0.31480724,none
1.0,66.0,0.18889411,none
0.0,66.0,0.11057553,none
-0.5,3.0,0.2594296,right
0.0,2.0,0.37834403,middle right
0.0,66.0,0.25953045,none
0.0,1.0,0.22311966,middle left
0.5,66.0,1.1459173,none
0.0,66.0,0.12160441,none
-0.5,3.0,0.28813544,right
0.5,2.0,0.33774567,middle right
-0.5,66.0,0.07339379,none
0.5,66.0,0.2719377,none
-0.5,3.0,0.2286787,right
0.5,66.0,0.043629494,none
0.5,66.0,0.29357517,none
0.0,66.0,0.17163754,none
0.0,66.0,1.0722324,none
0.0,2.0,0.18348679,middle right
0.5,66.0,0.22502883,none
1.0,5.0,0.19595523,left
0.0,1.0,0.31198916,middle left
0.0,1.0,0.3027467,middle left
0.0,66.0,0.20030233,none
1.0,66.0,1.3238643,none
0.0,66.0,0.12109314,none
0.5,66.0,0.043677915,none
0.0,66.0,0.19620045,none
0.5,66.0,1.3238642,none
0.5,5.0,0.22220494,left
0.0,66.0,0.22884421,none
0.5,7.0,1.1583476,middle right
0.5,2.0,0.08725899,middle right
0.5,66.0,0.26502168,none
0.5,66.0,0.20036712,none
0.5,88.0,0.110413164,none
-0.5,66.0,0.11895834,none
0.0,66.0,0.09127871,none
0.5,66.0,0.2701594,none
0.0,66.0,0.73180145,none
0.0,1.0,0.0950725,middle left
1.0,66.0,0.49208656,none
0.5,1.0,0.7448622,middle left
0.0,66.0,0.6729605,none
0.0,66.0,0.04988293,none
-0.5,66.0,0.111213244,none
0.5,66.0,1.3238643,none
0.5,1.0,0.08076826,middle left
1.0,7.0,0.5413078,middle right
-0.5,3.0,0.13574958,right
0.5,66.0,0.21574178,none
0.0,66.0,0.15498595,none
0.0,66.0,0.07763201,none
0.0,66.0,0.34181038,none
0.5,66.0,0.10090476,none
1.0,66.0,0.19108887,none
0.5,1.0,0.13517718,middle left
0.5,3.0,0.33062372,right
0.0,66.0,0.24340113,none
0.0,66.0,0.31879148,none
0.5,66.0,0.13251084,none
0.0,66.0,0.29593495,none
0.0,66.0,0.107975386,none
0.0,66.0,0.23435785,none
0.0,66.0,0.7269684,none
0.0,66.0,0.15868828,none
0.0,66.0,0.4879825,none
0.5,2.0,0.1319739,middle right
-0.5,66.0,0.13615559,none
0.0,66.0,0.11381127,none
-1.0,66.0,1.1165596,none
0.5,66.0,0.19154358,none
0.0,66.0,1.3238645,none
0.5,2.0,0.09544661,middle right
0.5,1.0,0.5161507,middle left
0.0,66.0,0.26018414,none
0.0,1.0,0.2719377,middle left
0.0,1.0,0.2180197,middle left
0.0,2.0,0.16183701,middle right
0.0,66.0,0.046058994,none
0.0,1.0,0.057419594,middle left
0.0,66.0,0.19830985,none
0.5,1.0,0.042226538,middle left
0.0,66.0,0.581521,none
0.0,66.0,0.1975018,none
0.0,66.0,1.3238643,none
-0.5,66.0,0.60310495,none
1.0,2.0,0.27326763,middle right
0.0,66.0,1.3238645,none
0.0,66.0,0.16679908,none
1.0,5.0,0.6773098,left
0.0,3.0,0.11663257,right
0.0,1.0,0.25676864,middle left
0.0,66.0,0.6795601,none
1.0,66.0,1.3238643,none
-1.0,3.0,0.3414115,right
0.5,66.0,0.22805029,none
0.0,1.0,0.12923826,middle left
0.0,66.0,1.3238642,none
0.0,66.0,0.09160248,none
0.0,66.0,1.3238643,none
0.0,1.0,0.12160441,middle left
0.0,2.0,0.925077,middle right
0.5,66.0,0.3853418,none
1.0,66.0,0.14735793,none
0.0,66.0,0.10787092,none
0.0,1.0,0.11403173,middle left
0.0,3.0,0.06991398,right
0.5,66.0,0.08833465,none
0.0,66.0,0.34596172,none
0.0,66.0,1.3238645,none
0.0,66.0,0.054040294,none
0.5,66.0,1.3238645,none
1.0,5.0,1.3238645,left
0.5,66.0,0.36943728,none
1.0,2.0,0.46905684,middle right
0.5,66.0,1.3238643,none
0.5,66.0,0.45607427,none
0.0,66.0,0.08655266,none
0.5,66.0,0.22967839,none
1.0,66.0,1.3238643,none
0.0,66.0,0.21214762,none
0.0,66.0,0.30433118,none
0.0,66.0,0.24013658,none
0.0,66.0,0.09143868,none
1.0,5.0,0.41320062,left
0.0,2.0,0.33062372,middle right
0.5,66.0,0.16213389,none
0.0,66.0,1.2965138,none
0.5,66.0,1.207883,none
0.0,1.0,0.34867233,middle left
0.5,5.0,0.13899043,left
0.0,66.0,0.3746717,none
-1.0,66.0,0.56520987,none
0.0,66.0,0.26502168,none
0.5,1.0,0.13209155,middle left
0.0,66.0,0.12160441,none
0.0,66.0,0.20577735,none
0.0,66.0,0.33409113,none
0.0,66.0,0.15229756,none
0.0,1.0,0.16153651,middle left
0.0,66.0,1.3238645,none
0.0,66.0,0.0639624,none
0.5,1.0,0.11401966,middle left
0.0,66.0,0.1227723,none
-0.5,3.0,0.17940208,right
0.5,1.0,0.20624104,middle left
0.5,1.0,0.29545,middle left
0.0,66.0,0.1805446,none
0.5,66.0,0.30604532,none
0.0,1.0,0.38864112,middle left
0.5,3.0,0.09211799,right
0.0,66.0,0.39956382,none
-0.5,3.0,0.21468475,right
0.5,1.0,0.103764966,middle left
0.5,66.0,0.14184768,none
0.0,5.0,0.16212454,left
1.0,1.0,0.42045686,middle left
0.0,66.0,0.6084558,none
-1.0,66.0,0.42336944,none
0.5,3.0,0.6635229,right
0.0,66.0,0.14808737,none
0.5,66.0,0.5429986,none
0.5,66.0,0.66957223,none
0.0,66.0,0.05431369,none
0.0,66.0,0.11228741,none
1.0,66.0,0.33889925,none
0.5,66.0,0.45739654,none
0.5,1.0,0.21999323,middle left
0.0,2.0,0.107597955,middle right
0.5,66.0,0.41821712,none
0.5,66.0,0.16378823,none
0.0,66.0,0.12130628,none
0.0,66.0,0.54653525,none
0.5,66.0,0.080475174,none
0.0,1.0,0.14140427,middle left
0.5,2.0,0.15526402,middle right
0.0,66.0,0.15740362,none
0.5,66.0,0.38933682,none
0.5,66.0,0.23855577,none
0.0,66.0,0.13799413,none
0.0,1.0,0.24052721,middle left
0.0,2.0,0.1676253,middle right
0.5,1.0,0.10664708,middle left
0.0,66.0,0.1676253,none
0.0,7.0,0.13596885,middle right
0.0,66.0,0.30763754,none
-0.5,1.0,0.111599945,middle left
0.5,66.0,0.103764966,none
1.0,66.0,0.7505176,none
1.0,66.0,0.33039227,none
0.0,66.0,0.040366955,none
-0.5,66.0,0.1276948,none
0.5,66.0,0.11947622,none
0.0,66.0,0.091550596,none
0.0,66.0,0.23658256,none
0.5,3.0,0.41702437,right
0.0,1.0,0.09496627,middle left
0.0,66.0,0.21814755,none
0.5,66.0,0.04142457,none
0.5,1.0,0.22805028,middle left
0.5,66.0,0.060509577,none
0.0,5.0,0.27458155,left
1.0,66.0,0.39355224,none
0.5,66.0,0.16378823,none
0.5,66.0,0.1975018,none
0.0,66.0,0.1913857,none
1.0,7.0,0.25690973,middle right
-0.5,1.0,0.06360318,middle left
0.0,66.0,1.3238645,none
0.5,66.0,0.11532422,none
0.0,3.0,0.115267664,right
0.5,66.0,0.05414158,none
0.5,66.0,0.05146658,none
1.0,66.0,0.33858517,none
0.0,66.0,0.6786746,none
0.5,66.0,0.30682948,none
0.0,2.0,0.3525248,middle right
-1.0,66.0,0.086290635,none
0.5,66.0,0.086290635,none
0.5,66.0,0.24036916,none
0.5,66.0,0.087982416,none
0.5,7.0,0.89289725,middle right
0.5,66.0,0.6091193,none
0.5,66.0,0.14912452,none
0.0,2.0,0.36093432,middle right
-0.5,1.0,0.1956719,middle left
0.0,66.0,0.15369032,none
0.5,1.0,0.46649256,middle left
0.0,66.0,0.7869277,none
0.0,66.0,0.155742,none
0.0,66.0,0.2754379,none
0.5,66.0,1.3236659,none
0.0,66.0,0.09231338,none
0.0,66.0,0.2291743,none
0.5,1.0,0.2818611,middle left
0.0,3.0,0.6152736,right
0.0,66.0,0.39240095,none
-1.0,66.0,0.13829029,none
0.0,66.0,0.13886423,none
0.0,66.0,0.57176554,none
0.0,66.0,0.27162236,none
0.5,66.0,0.17225829,none
0.0,66.0,0.6839089,none
0.5,5.0,0.17289783,left
0.0,3.0,0.25546476,right
0.0,66.0,0.044167325,none
0.0,66.0,0.14838216,none
0.0,66.0,0.30155247,none
0.5,66.0,0.8009269,none
0.0,66.0,0.12720636,none
0.0,2.0,0.30829272,middle right
0.0,66.0,0.11663257,none
0.5,5.0,0.10759794,left
0.0,66.0,0.26418492,none
0.5,3.0,0.11057553,right
1.0,66.0,0.25131685,none
0.0,3.0,1.0731342,right
-0.5,3.0,0.6117154,right
0.5,3.0,0.09348369,right
0.0,66.0,0.097993255,none
0.0,66.0,0.28686476,none
0.5,1.0,0.30558813,middle left
-1.0,66.0,0.080733895,none
0.0,66.0,0.20036717,none
0.5,66.0,0.1315813,none
0.0,66.0,0.31736785,none
0.5,2.0,0.19803452,middle right
0.5,5.0,0.372431,left
1.0,5.0,0.06579067,left
-0.5,3.0,0.09027229,right
0.5,5.0,0.05213111,left
0.0,5.0,0.49641523,left
-1.0,66.0,0.18208951,none
0.0,66.0,0.54724437,none
0.0,6.0,0.4460089,left
0.0,1.0,0.38045824,middle left
0.0,66.0,0.05145181,none
1.0,66.0,0.31013387,none
0.0,1.0,1.106983,middle left
-0.5,3.0,0.28553984,right
0.0,66.0,0.18981904,none
0.0,2.0,0.27798086,middle right
0.5,5.0,1.3238645,left
0.0,66.0,0.40063685,none
-1.0,66.0,0.28490525,none
1.0,2.0,0.39902058,middle right
0.0,66.0,0.2777083,none
-1.0,66.0,0.10189744,none
0.5,66.0,0.10664708,none
0.0,66.0,0.30171502,none
0.0,66.0,0.15498595,none
0.0,66.0,0.09127871,none
0.0,66.0,0.047911238,none
-0.5,2.0,0.1513571,middle right
0.0,3.0,0.16212454,right
0.0,2.0,0.30974963,middle right
0.0,66.0,0.095766954,none
0.5,66.0,0.4065272,none
-0.5,1.0,0.13508818,middle left
0.0,3.0,0.14777084,right
0.5,66.0,0.17250448,none
-0.5,66.0,0.103305325,none
-0.5,66.0,0.13251084,none
0.5,66.0,0.045392025,none
0.5,3.0,0.6773098,right
0.0,5.0,0.35584196,left
0.5,1.0,0.17859542,middle left
-0.5,66.0,0.13009207,none
-0.5,2.0,0.55558914,middle right
-0.5,66.0,0.16538702,none
0.5,66.0,0.62026787,none
-0.5,3.0,0.20824687,right
0.5,1.0,0.13617906,middle left
0.5,66.0,0.120181404,none
0.0,66.0,1.3238645,none
0.0,66.0,0.11618819,none
0.5,7.0,0.50913286,middle right
0.0,66.0,0.538723,none
0.0,3.0,0.11618819,right
0.5,2.0,1.3236659,middle right
0.0,66.0,0.045639355,none
1.0,1.0,0.43174264,middle left
-0.5,66.0,0.26190716,none
0.0,66.0,0.20379491,none
-0.5,1.0,0.523839,middle left
0.5,1.0,0.1895158,middle left
0.0,66.0,0.10142515,none
0.5,66.0,0.33525825,none
0.0,1.0,0.6616821,middle left
-0.5,1.0,0.3352506,middle left
0.0,1.0,0.049507264,middle left
-0.5,3.0,0.4974177,right
0.0,66.0,0.07147895,none
0.0,66.0,1.0102668,none
-0.5,1.0,0.46025607,middle left
0.5,66.0,0.54296577,none
0.0,2.0,0.16183701,middle right
0.5,66.0,0.10828316,none
0.5,66.0,0.086772725,none
0.0,66.0,0.07386128,none
0.0,5.0,0.5521826,left
0.5,5.0,0.18841654,left
-0.5,2.0,0.4544635,middle right
0.5,66.0,0.83082986,none
0.0,2.0,0.102386475,middle right
0.0,2.0,0.39144412,middle right
0.0,66.0,0.18471305,none
-1.0,66.0,0.5748824,none
-0.5,66.0,0.2754379,none
-1.0,66.0,0.048230585,none
0.0,66.0,0.21637654,none
1.0,6.0,0.21519591,left
0.5,66.0,0.3719099,none
0.0,2.0,1.1069832,middle right
0.5,5.0,0.91679144,left
0.0,66.0,0.22425073,none
0.0,66.0,0.16183698,none
0.5,66.0,0.07454017,none
0.5,66.0,0.09211799,none
0.5,66.0,0.19625835,none
0.0,66.0,0.05145181,none
-0.5,2.0,0.16216733,middle right
0.5,66.0,0.46505317,none
0.5,66.0,0.08076826,none
0.5,6.0,0.46126106,left
0.5,66.0,0.2701594,none
0.0,3.0,0.16204047,right
0.5,66.0,0.49641523,none
0.0,66.0,0.0785233,none
-1.0,66.0,0.1805719,none
-0.5,66.0,1.106983,none
0.5,5.0,0.37748352,left
-0.5,66.0,1.3238642,none
0.0,66.0,0.3212306,none
0.0,2.0,0.387933,middle right
0.5,2.0,0.23324628,middle right
0.5,2.0,0.08130015,middle right
0.5,3.0,0.09143868,right
-0.5,2.0,1.3238642,middle right
0.0,66.0,0.27149916,none
0.0,2.0,0.16929258,middle right
-0.5,66.0,0.16370428,none
0.0,1.0,0.17998353,middle left
0.5,66.0,0.20094818,none
0.0,66.0,0.08144921,none
0.5,66.0,0.045621652,none
0.5,66.0,0.27116925,none
1.0,66.0,0.09143868,none
0.0,3.0,0.1976209,right
-0.5,3.0,0.034836493,right
0.5,1.0,0.9400179,middle left
0.0,66.0,1.1767392,none
0.5,66.0,1.184588,none
0.5,66.0,0.09203565,none
0.0,66.0,0.11107151,none
0.5,1.0,0.79973817,middle left
0.5,66.0,0.43623018,none
0.0,1.0,0.060802206,middle left
0.0,66.0,0.061002918,none
1.0,2.0,0.37748352,middle right
0.5,5.0,0.5003457,left
1.0,5.0,0.2967643,left
0.5,66.0,0.03693064,none
1.0,66.0,0.05188038,none
0.0,2.0,1.3238643,middle right
0.0,66.0,0.21082483,none
0.0,66.0,0.039864965,none
0.5,66.0,0.06455941,none
0.0,7.0,0.2721703,middle right
0.5,66.0,0.2439056,none
-0.5,1.0,0.4602562,middle left
-1.0,66.0,0.3411543,none
0.0,1.0,0.09193349,middle left
0.5,66.0,0.07739921,none
1.0,66.0,0.29859263,none
0.5,66.0,0.36393422,none
-0.5,2.0,0.42516136,middle right
0.0,1.0,0.22214302,middle left
1.0,66.0,0.07763201,none
0.5,66.0,0.7583454,none
-0.5,66.0,0.6339114,none
0.0,66.0,0.10431008,none
-0.5,5.0,0.21468472,left
0.5,66.0,0.14735793,none
-0.5,66.0,0.06923208,none
1.0,6.0,0.1818512,left
0.5,2.0,0.16183698,middle right
0.0,66.0,0.03693064,none
0.0,66.0,0.07739918,none
0.0,66.0,0.11458715,none
-0.5,66.0,0.16519614,none
0.5,66.0,0.34040025,none
0.0,66.0,0.084453076,none
0.0,3.0,0.07447368,right
1.0,66.0,0.13158134,none
0.0,1.0,0.3611438,middle left
0.0,66.0,0.060802206,none
0.5,1.0,0.23324628,middle left
0.5,66.0,0.06690894,none
0.0,7.0,0.28676093,middle right
0.0,2.0,0.099154934,middle right
0.0,1.0,0.04753625,middle left
0.5,66.0,0.2624325,none
0.5,66.0,0.21329416,none
-1.0,3.0,0.10818827,right
0.0,66.0,0.5034308,none
0.0,66.0,0.16970015,none
0.5,2.0,1.3238643,middle right
0.0,2.0,0.7182955,middle right
-1.0,66.0,0.961415,none
0.0,1.0,0.39144412,middle left
0.0,1.0,0.65230185,middle left
0.0,66.0,0.09915493,none
1.0,66.0,0.1893132,none
0.5,1.0,0.54653525,middle left
0.5,66.0,0.34500897,none
-0.5,66.0,1.2946659,none
0.0,66.0,0.06690893,none
0.5,66.0,0.23923036,none
0.0,7.0,0.32433465,middle right
0.0,66.0,0.164786,none
0.0,66.0,0.79245436,none
0.0,1.0,0.060802206,middle left
0.0,66.0,0.048479144,none
