wrclmch,prtcleat,anweight,party_feel_closest
-1.0,66.0,0.11401966,none
1.0,66.0,0.13899043,none
-1.0,66.0,0.26277858,none
0.0,1.0,0.47000894,middle left
-0.5,2.0,0.35179457,middle right
0.5,66.0,0.16532128,none
0.0,2.0,1.2658765,middle right
1.0,7.0,0.15487799,middle right
0.5,66.0,0.7895195,none
1.0,66.0,0.6035737,none
0.5,5.0,1.3238642,left
0.5,66.0,0.0915496,none
0.0,66.0,0.5107792,none
0.5,1.0,0.13608515,middle left
-0.5,66.0,0.3724311,none
0.5,66.0,0.20036717,none
-0.5,3.0,0.40284938,right
0.5,66.0,0.28814784,none
0.5,1.0,0.19830985,middle left
0.0,66.0,0.1850543,none
0.5,1.0,0.09672516,middle left
0.5,5.0,0.16093153,left
-1.0,1.0,0.21468475,middle left
0.5,66.0,0.18456128,none
-0.5,1.0,0.22192046,middle left
0.0,66.0,0.33125782,none
-0.5,66.0,0.5238143,none
0.0,3.0,0.054761812,right
0.5,66.0,0.12845486,none
0.0,3.0,0.15457827,right
0.0,66.0,0.17354122,none
0.0,7.0,0.3280578,middle right
0.5,66.0,0.16093153,none
0.0,66.0,0.38793296,none
1.0,2.0,0.08725899,middle right
0.0,66.0,0.28822023,none
0.5,1.0,0.13517718,middle left
-0.5,6.0,0.46656477,left
0.5,66.0,0.048996627,none
0.5,66.0,0.09211799,none
0.0,3.0,0.6860358,right
-0.5,3.0,0.37918305,right
0.0,2.0,0.13437259,middle right
0.0,3.0,0.33409113,right
0.0,7.0,1.3238645,middle right
0.0,66.0,0.27568963,none
0.5,6.0,0.20072661,left
-0.5,1.0,0.2754379,middle left
1.0,66.0,0.7409453,none
0.5,66.0,0.20036717,none
0.5,66.0,0.24262287,none
0.0,2.0,0.08214058,middle right
0.5,66.0,0.20744528,none
0.5,66.0,1.3238645,none
0.0,66.0,0.058316287,none
0.5,66.0,0.30459514,none
0.0,3.0,0.2669762,right
0.0,66.0,0.7902763,none
0.0,2.0,0.048230585,middle right
0.0,2.0,0.14696638,middle right
0.5,66.0,1.1587864,none
1.0,2.0,0.13861534,middle right
0.0,66.0,0.28565127,none
0.0,66.0,0.27297837,none
0.0,66.0,0.2439056,none
-0.5,66.0,0.16196275,none
0.0,66.0,0.47606477,none
-0.5,66.0,0.14894733,none
0.0,66.0,0.16369309,none
0.5,66.0,0.066466816,none
0.0,66.0,0.098672405,none
0.0,66.0,0.38793296,none
0.5,2.0,0.22425073,middle right
0.0,1.0,0.11618819,middle left
0.0,1.0,0.33525828,middle left
0.0,2.0,0.10664708,middle right
-0.5,3.0,0.78572345,right
-0.5,3.0,0.15061393,right
0.5,66.0,0.087982416,none
0.5,66.0,0.07763201,none
0.0,2.0,0.061002918,middle right
1.0,3.0,0.30155247,right
0.5,66.0,0.114422105,none
0.0,66.0,0.043629494,none
0.5,6.0,0.13381788,left
0.0,66.0,0.058316287,none
0.0,2.0,0.4269993,middle right
1.0,5.0,0.38217774,left
0.0,66.0,0.095651016,none
1.0,66.0,0.12427389,none
0.0,1.0,0.043200288,middle left
1.0,66.0,0.10027717,none
1.0,66.0,0.12845486,none
-0.5,3.0,1.2416854,right
0.0,66.0,0.62470484,none
-0.5,66.0,0.46025607,none
0.5,66.0,0.4807075,none
0.5,66.0,0.119552895,none
0.0,66.0,1.1576581,none
1.0,5.0,0.162076,left
0.5,3.0,0.0978774,right
0.5,5.0,0.27515286,left
0.0,66.0,0.28160122,none
0.0,3.0,0.05771568,right
0.5,1.0,0.09127872,middle left
0.0,1.0,0.16260028,middle left
1.0,1.0,0.2826049,middle left
0.0,66.0,0.37467158,none
0.0,66.0,0.16215909,none
-0.5,3.0,0.28147832,right
0.5,2.0,0.27798086,middle right
0.5,2.0,0.063962385,middle right
0.0,66.0,1.3238645,none
0.0,66.0,0.09078405,none
-0.5,66.0,0.16212454,none
0.0,1.0,0.07427202,middle left
0.0,1.0,0.09544661,middle left
0.5,66.0,0.30091238,none
0.5,66.0,0.18910748,none
0.0,66.0,0.11663257,none
0.5,66.0,0.3093612,none
0.5,1.0,0.27038366,middle left
0.5,66.0,0.1263944,none
0.5,66.0,0.061176978,none
0.5,5.0,1.3236659,left
0.5,66.0,0.3420589,none
0.0,1.0,0.18910746,middle left
0.0,66.0,0.21895489,none
0.0,66.0,0.14477287,none
0.0,66.0,0.16538699,none
0.5,66.0,0.36908957,none
0.0,66.0,0.20240635,none
1.0,1.0,0.16370428,middle left
0.5,6.0,0.25610402,left
0.0,66.0,0.083930574,none
0.0,66.0,0.09496627,none
0.5,7.0,0.49405247,middle right
0.5,66.0,1.3236659,none
1.0,2.0,0.39902058,middle right
0.5,66.0,0.2290761,none
0.5,66.0,0.14773677,none
0.0,66.0,1.3238645,none
0.5,66.0,0.13715805,none
0.5,66.0,0.4807075,none
0.0,66.0,0.22425073,none
0.0,5.0,0.9490955,left
1.0,5.0,0.280044,left
0.5,66.0,0.19154353,none
0.0,66.0,0.18767118,none
0.5,66.0,0.32520747,none
0.5,66.0,0.097977616,none
0.0,66.0,0.08725899,none
-0.5,2.0,0.30879104,middle right
0.5,2.0,0.14069255,middle right
0.0,1.0,0.5330825,middle left
-0.5,66.0,0.62696743,none
0.5,66.0,0.2818611,none
0.5,66.0,0.34205598,none
0.0,1.0,0.25304717,middle left
0.0,66.0,0.16271207,none
0.5,66.0,0.31003532,none
0.0,66.0,0.20412567,none
0.5,66.0,0.15400556,none
0.0,66.0,0.23973201,none
0.0,66.0,0.5508758,none
1.0,6.0,0.78134537,left
-1.0,66.0,0.56221443,none
0.5,1.0,0.28886795,middle left
-1.0,3.0,0.09027229,right
0.0,1.0,0.22924386,middle left
-0.5,66.0,0.17250448,none
0.0,66.0,0.07684516,none
0.0,66.0,0.10787089,none
-0.5,66.0,1.3238642,none
0.5,1.0,0.13777868,middle left
0.0,66.0,0.21725476,none
0.5,66.0,0.2511965,none
-0.5,66.0,0.1446997,none
0.0,2.0,0.15538724,middle right
0.5,66.0,0.11927792,none
0.0,66.0,0.22562306,none
0.0,66.0,0.05771568,none
0.5,1.0,1.3238643,middle left
0.0,1.0,0.45479086,middle left
0.5,66.0,0.1573855,none
0.0,66.0,0.51904815,none
0.0,66.0,0.41965362,none
-0.5,66.0,0.043200273,none
0.0,66.0,0.095822476,none
1.0,1.0,0.26502168,middle left
0.5,1.0,0.2826049,middle left
0.0,2.0,0.23855577,middle right
0.0,3.0,0.043200288,right
0.5,66.0,0.09976586,none
0.0,66.0,0.06500661,none
-0.5,66.0,0.19830987,none
0.5,66.0,0.10734238,none
0.5,66.0,0.15538724,none
0.5,66.0,0.058262743,none
0.5,66.0,0.11532422,none
0.0,66.0,0.4125729,none
0.5,1.0,0.063752726,middle left
0.0,2.0,0.18841654,middle right
-0.5,66.0,0.10142514,none
0.0,66.0,0.07684516,none
0.5,3.0,0.05431369,right
0.0,66.0,0.09838806,none
-0.5,2.0,0.047825508,middle right
1.0,66.0,1.3238645,none
0.0,1.0,0.28369537,middle left
0.0,3.0,0.13209155,right
0.5,66.0,0.2699754,none
0.5,1.0,1.184588,middle left
0.5,66.0,0.22743577,none
-1.0,66.0,0.56221443,none
0.5,5.0,0.095651016,left
0.0,66.0,0.21574178,none
-0.5,66.0,0.15847784,none
0.5,1.0,0.2374691,middle left
1.0,66.0,0.13001321,none
0.5,2.0,0.7477343,middle right
0.5,2.0,0.07182691,middle right
0.0,66.0,0.1678612,none
0.0,66.0,0.13942225,none
-0.5,3.0,0.35759655,right
0.0,66.0,0.080918506,none
0.5,2.0,0.29267672,middle right
0.0,3.0,0.054429986,right
0.0,3.0,0.2644665,right
1.0,7.0,0.84462255,middle right
0.0,66.0,0.7575302,none
0.0,66.0,0.3950036,none
0.5,66.0,0.16183701,none
0.5,7.0,1.2849224,middle right
0.0,66.0,0.538723,none
0.5,2.0,0.13899043,middle right
0.0,3.0,0.23609287,right
0.0,66.0,0.15307996,none
0.0,66.0,0.13688536,none
0.0,3.0,0.43957788,right
0.5,3.0,0.2321347,right
0.0,66.0,0.19373234,none
0.5,66.0,0.4802122,none
0.5,66.0,0.13114928,none
0.5,66.0,0.043629494,none
0.0,66.0,0.09695831,none
0.5,5.0,0.1117107,left
0.0,66.0,0.060802206,none
0.0,66.0,0.64366317,none
0.5,66.0,0.08485007,none
0.0,1.0,0.44384092,middle left
0.5,66.0,0.08269351,none
0.5,66.0,0.19635895,none
0.5,66.0,0.16598554,none
0.0,66.0,0.0457748,none
0.5,1.0,0.0489387,middle left
1.0,1.0,0.0489387,middle left
-0.5,66.0,1.3238645,none
0.5,1.0,0.857043,middle left
1.0,5.0,0.64863634,left
0.0,7.0,0.7477343,middle right
0.5,1.0,0.21468475,middle left
0.5,1.0,0.15229757,middle left
-0.5,66.0,0.114349134,none
0.0,66.0,0.09496627,none
0.5,66.0,0.42538044,none
0.0,1.0,0.110413164,middle left
0.5,66.0,0.08725899,none
1.0,66.0,0.15945986,none
0.0,66.0,0.080359116,none
0.5,2.0,0.18131082,middle right
0.0,2.0,0.05071257,middle right
0.5,66.0,0.31625628,none
0.5,1.0,0.13777868,middle left
0.5,66.0,0.20379488,none
0.0,66.0,0.09646117,none
0.0,66.0,0.124029614,none
1.0,66.0,0.16378823,none
0.0,66.0,0.31014088,none
0.0,1.0,0.10317534,middle left
0.0,66.0,0.11680641,none
0.0,66.0,0.28813544,none
-0.5,2.0,1.3238645,middle right
-0.5,66.0,0.06690894,none
0.5,3.0,0.3995093,right
0.0,3.0,0.27798086,right
0.5,66.0,0.22965458,none
0.5,66.0,0.21999328,none
0.5,66.0,1.1630007,none
-0.5,66.0,0.887835,none
0.0,66.0,0.32221577,none
0.0,3.0,0.5652098,right
0.5,66.0,0.5403188,none
0.5,66.0,0.09544661,none
0.5,66.0,0.16294114,none
1.0,5.0,1.1351379,left
-0.5,3.0,1.1030811,right
0.5,66.0,0.34205598,none
0.0,2.0,0.103764966,middle right
0.5,66.0,0.032279704,none
0.0,66.0,0.057912037,none
-0.5,2.0,0.45086157,middle right
-0.5,66.0,0.31014088,none
0.0,5.0,0.76235414,left
0.5,1.0,0.102386475,middle left
0.0,66.0,0.10228192,none
-0.5,66.0,0.46656477,none
1.0,5.0,0.054313693,left
0.5,66.0,0.15400556,none
0.5,66.0,0.13517718,none
0.0,66.0,0.39144412,none
0.5,2.0,0.38199866,middle right
0.0,1.0,0.11121323,middle left
0.5,66.0,0.7485566,none
-0.5,3.0,0.19709627,right
0.0,66.0,0.26824424,none
0.5,1.0,0.09026561,middle left
-1.0,2.0,0.095651016,middle right
0.5,66.0,0.30829272,none
-0.5,66.0,1.2225335,none
0.5,66.0,0.22242649,none
1.0,5.0,0.07817899,left
1.0,66.0,0.39486694,none
0.5,1.0,0.17084609,middle left
0.5,1.0,0.30155244,middle left
1.0,2.0,0.14777084,middle right
0.0,66.0,0.118291266,none
0.0,2.0,0.29240704,middle right
0.0,66.0,0.2721703,none
1.0,66.0,0.75686413,none
0.0,1.0,0.3610758,middle left
0.5,66.0,0.07719966,none
0.5,66.0,0.07996583,none
0.0,2.0,0.19709627,middle right
0.5,66.0,1.3238645,none
0.0,66.0,0.3227943,none
0.5,5.0,0.11651409,left
0.5,1.0,0.12905368,middle left
1.0,66.0,0.27555737,none
0.5,1.0,0.10895584,middle left
0.0,66.0,0.09769731,none
0.0,66.0,1.0706286,none
0.5,1.0,0.054651458,middle left
0.0,1.0,0.045639355,middle left
0.0,66.0,0.20744528,none
0.0,66.0,0.12428766,none
0.0,66.0,0.22536455,none
0.5,1.0,0.78184915,middle left
-0.5,66.0,0.3418103,none
0.0,66.0,0.7485567,none
-0.5,2.0,0.39144412,middle right
-0.5,2.0,0.27779457,middle right
0.0,3.0,0.22762254,right
-0.5,2.0,0.086772725,middle right
0.0,66.0,0.07763201,none
0.5,2.0,0.59718525,middle right
0.0,66.0,0.6616821,none
-1.0,1.0,0.3454216,middle left
0.5,66.0,0.106315374,none
1.0,5.0,0.63346153,left
0.5,66.0,0.096049294,none
-1.0,66.0,0.097230025,none
0.5,66.0,1.3238643,none
-0.5,66.0,0.96815103,none
0.0,66.0,0.063962385,none
0.0,66.0,0.8468738,none
0.5,5.0,0.09199608,left
0.0,1.0,0.063752726,middle left
0.0,66.0,0.09810024,none
0.5,66.0,0.79958344,none
0.0,66.0,0.09365111,none
1.0,5.0,0.23045094,left
1.0,1.0,0.36051026,middle left
-0.5,66.0,0.36697358,none
0.0,2.0,0.35286197,middle right
-0.5,3.0,0.09810024,right
0.0,3.0,0.58769196,right
-0.5,66.0,0.20869057,none
-0.5,66.0,1.3238645,none
0.0,1.0,0.122005835,middle left
0.0,66.0,0.19620045,none
0.0,66.0,0.8437367,none
0.5,66.0,0.32426775,none
0.5,66.0,0.075603455,none
0.5,66.0,0.17564408,none
-0.5,66.0,0.043629494,none
0.5,66.0,0.19636859,none
0.0,66.0,1.3238645,none
-0.5,66.0,0.34919327,none
0.5,2.0,1.3238645,middle right
0.5,66.0,0.33039227,none
0.0,66.0,0.110117905,none
-1.0,66.0,0.18208951,none
0.0,66.0,0.04599804,none
1.0,5.0,0.55658126,left
-0.5,3.0,1.3238645,right
0.5,2.0,0.08725899,middle right
0.0,3.0,0.40663865,right
0.5,66.0,0.10129489,none
0.5,66.0,1.3238642,none
-0.5,2.0,0.10372264,middle right
0.0,66.0,0.8455839,none
0.0,66.0,0.03874649,none
0.0,1.0,0.20752993,middle left
0.0,66.0,0.16519614,none
0.0,66.0,0.08207147,none
0.5,66.0,0.22502883,none
0.0,66.0,0.12657121,none
0.0,66.0,1.3238645,none
0.5,66.0,0.51943827,none
0.0,66.0,0.75496703,none
0.0,1.0,0.23237638,middle left
0.5,1.0,0.30171502,middle left
0.5,1.0,0.27798086,middle left
-0.5,66.0,0.39100656,none
0.5,66.0,0.3100509,none
0.5,66.0,0.08333596,none
0.0,5.0,0.09227239,left
0.0,66.0,0.1314325,none
0.0,5.0,0.31014088,left
0.0,66.0,0.1850543,none
0.5,5.0,0.40063697,left
0.5,66.0,0.16887283,none
1.0,2.0,0.19394627,middle right
0.5,1.0,0.16215909,middle left
0.0,2.0,0.3357223,middle right
0.5,66.0,0.08073391,none
0.0,2.0,0.07827584,middle right
0.0,1.0,0.13517718,middle left
0.5,66.0,1.1291009,none
0.5,2.0,0.11268804,middle right
0.0,66.0,0.33039227,none
0.0,3.0,0.045385156,right
0.5,66.0,0.1862057,none
0.5,66.0,0.2618619,none
0.5,1.0,0.10899844,middle left
0.0,5.0,0.24013658,left
0.5,66.0,1.3238645,none
0.5,66.0,0.5062849,none
0.5,66.0,0.21318345,none
0.0,5.0,0.3004357,left
0.0,66.0,0.09695831,none
0.0,66.0,0.8319,none
0.5,1.0,0.553629,middle left
0.5,66.0,0.17564406,none
0.0,66.0,0.1456516,none
0.0,66.0,0.18172187,none
0.0,5.0,0.42283946,left
0.0,66.0,0.12779364,none
0.5,66.0,0.10414677,none
1.0,66.0,0.3733119,none
0.5,3.0,0.122475594,right
-0.5,66.0,0.28140143,none
0.5,5.0,1.3238645,left
0.5,66.0,0.59255695,none
0.5,1.0,0.54296577,middle left
1.0,66.0,1.0585935,none
0.5,66.0,0.5521826,none
-0.5,1.0,0.08130015,middle left
-1.0,66.0,0.48464617,none
1.0,66.0,0.13757643,none
0.0,66.0,0.38045824,none
0.0,66.0,0.08130015,none
0.0,66.0,1.3236659,none
0.0,2.0,0.09372955,middle right
-1.0,66.0,0.0946566,none
0.5,66.0,0.16369309,none
0.0,66.0,0.10226448,none
-0.5,1.0,0.10372264,middle left
0.0,2.0,0.27555737,middle right
0.0,66.0,0.30543512,none
0.5,3.0,0.20371675,right
-0.5,1.0,0.38199866,middle left
0.0,66.0,0.18054458,none
0.0,66.0,0.12189031,none
0.0,2.0,0.22803932,middle right
-0.5,1.0,0.060802206,middle left
1.0,2.0,0.06690894,middle right
0.0,66.0,0.20094818,none
0.5,5.0,1.0893724,left
0.0,1.0,0.047911238,middle left
0.0,66.0,0.26320636,none
0.0,1.0,1.3238645,middle left
0.5,5.0,0.1676253,left
-0.5,1.0,0.10372264,middle left
-0.5,2.0,0.2525667,middle right
0.0,66.0,0.13517718,none
0.0,66.0,0.4573574,none
1.0,66.0,0.11989677,none
0.5,1.0,0.07769362,middle left
-0.5,3.0,0.22869827,right
-0.5,3.0,1.3238642,right
0.0,2.0,0.17090514,middle right
0.0,66.0,0.15369032,none
0.0,66.0,0.3357223,none
0.5,66.0,0.11680641,none
-1.0,66.0,0.24106735,none
0.0,66.0,0.09496627,none
0.5,66.0,0.27313447,none
0.0,1.0,0.99983644,middle left
-0.5,3.0,0.06360318,right
0.5,1.0,0.14365382,middle left
0.0,66.0,0.09994127,none
0.0,66.0,0.22425073,none
0.5,66.0,0.5193729,none
-0.5,66.0,0.23926044,none
0.5,66.0,0.1807794,none
0.5,2.0,0.12667987,middle right
1.0,1.0,0.13517718,middle left
0.0,66.0,0.30682948,none
0.0,66.0,0.22018155,none
0.5,2.0,0.473632,middle right
0.0,3.0,0.05414158,right
1.0,66.0,0.114025146,none
0.5,66.0,0.3136628,none
0.5,66.0,0.14772256,none
-0.5,66.0,0.27543792,none
0.0,66.0,0.16929258,none
0.5,66.0,0.5897953,none
0.5,66.0,1.3238643,none
-0.5,66.0,0.70455307,none
0.0,66.0,0.081020236,none
0.5,1.0,0.101897456,middle left
-0.5,66.0,0.047769975,none
1.0,66.0,0.15725832,none
0.5,2.0,0.1895158,middle right
0.0,66.0,0.09078405,none
0.0,1.0,0.37834403,middle left
0.0,66.0,0.077871,none
0.0,1.0,0.28369537,middle left
0.5,66.0,0.27397722,none
0.0,2.0,0.0912433,middle right
0.0,66.0,0.23884143,none
0.5,66.0,0.19154353,none
-1.0,2.0,0.043051437,middle right
0.5,66.0,0.9685119,none
-0.5,3.0,0.24028936,right
1.0,66.0,0.19744976,none
-0.5,66.0,0.17998353,none
-0.5,66.0,0.30677795,none
1.0,66.0,0.5215441,none
0.0,66.0,0.38217774,none
0.0,66.0,0.48149785,none
0.0,1.0,0.042226538,middle left
0.0,1.0,0.21999323,middle left
0.0,1.0,0.34867233,middle left
0.0,2.0,0.092465535,middle right
0.0,88.0,0.09646117,none
0.0,66.0,0.16915107,none
-0.5,2.0,0.13517718,middle right
0.0,1.0,0.12189031,middle left
-1.0,88.0,0.12189031,none
0.5,66.0,0.09901453,none
0.5,2.0,0.18593362,middle right
0.5,66.0,0.7382082,none
0.0,66.0,0.24399126,none
1.0,66.0,0.3679312,none
0.5,66.0,0.34304652,none
0.0,1.0,0.18131083,middle left
0.0,66.0,0.18841654,none
0.0,66.0,0.510208,none
0.0,3.0,0.04599804,right
0.0,2.0,0.23973201,middle right
0.0,7.0,0.9169618,middle right
0.5,1.0,0.3061599,middle left
-0.5,66.0,1.3238645,none
0.5,1.0,0.34022626,middle left
1.0,66.0,0.83083594,none
0.0,66.0,0.5630226,none
0.5,66.0,0.095766954,none
0.0,2.0,0.26018414,middle right
0.5,66.0,0.09577179,none
0.5,66.0,0.2488018,none
0.0,2.0,0.1154997,middle right
0.5,66.0,0.34993392,none
0.0,66.0,0.14022583,none
-0.5,2.0,0.051652662,middle right
-0.5,66.0,0.12779364,none
0.0,66.0,0.17998353,none
1.0,66.0,0.13861534,none
0.5,66.0,0.29061136,none
0.5,5.0,0.076148786,left
0.0,1.0,0.07964969,middle left
0.0,66.0,0.4145424,none
0.5,66.0,1.3238643,none
1.0,66.0,0.09286898,none
0.5,1.0,0.38199866,middle left
0.0,1.0,0.31303567,middle left
0.5,66.0,0.13088861,none
0.5,66.0,0.0915496,none
0.0,3.0,0.17354122,right
0.0,1.0,0.12189031,middle left
0.0,66.0,0.38083032,none
1.0,5.0,0.08725899,left
0.5,3.0,0.23324628,right
0.5,2.0,0.054141592,middle right
0.0,66.0,0.14854403,none
1.0,5.0,0.42045686,left
0.5,66.0,0.36262164,none
0.0,2.0,0.087982416,middle right
0.5,5.0,0.16271207,left
0.5,66.0,0.7116839,none
0.0,66.0,0.26124236,none
0.0,1.0,0.27015936,middle left
0.0,66.0,1.2276294,none
-0.5,1.0,0.13519183,middle left
0.5,2.0,0.19975467,middle right
1.0,66.0,0.19209859,none
0.5,66.0,0.30091238,none
0.0,66.0,0.08231106,none
0.0,66.0,0.09199608,none
0.5,66.0,0.21468475,none
-0.5,1.0,0.35562235,middle left
-1.0,66.0,0.24036916,none
0.5,3.0,0.03672492,right
-0.5,66.0,0.11381127,none
0.5,66.0,0.13009207,none
0.0,2.0,0.68201786,middle right
-0.5,66.0,0.16242476,none
0.0,2.0,0.61527383,middle right
0.5,1.0,0.67275184,middle left
0.0,66.0,0.22537608,none
0.5,66.0,0.3531108,none
0.5,66.0,0.09994129,none
0.0,66.0,0.38523594,none
0.0,1.0,0.0718269,middle left
0.0,66.0,0.21616118,none
0.0,66.0,0.07344984,none
0.0,66.0,0.24554457,none
0.5,2.0,0.34082258,middle right
-0.5,1.0,0.08725899,middle left
0.5,66.0,0.14912452,none
1.0,66.0,0.32988447,none
0.0,66.0,0.122005835,none
0.0,66.0,0.32905677,none
1.0,66.0,0.3925167,none
0.0,66.0,0.0878292,none
0.0,66.0,0.4346391,none
0.5,66.0,0.27313447,none
0.0,2.0,0.20498225,middle right
-0.5,66.0,1.3238643,none
0.0,66.0,0.11539043,none
0.5,66.0,0.111378334,none
0.0,3.0,0.5365671,right
0.0,66.0,0.30122787,none
0.0,1.0,0.045639355,middle left
1.0,5.0,0.29627848,left
-0.5,3.0,0.5238143,right
0.5,66.0,0.27015936,none
0.5,1.0,0.23324628,middle left
0.0,3.0,0.473632,right
1.0,5.0,0.6761484,left
0.5,5.0,0.23023538,left
0.5,66.0,0.75601465,none
0.5,66.0,0.075603455,none
0.0,5.0,0.12160441,left
0.5,66.0,0.5812227,none
0.0,66.0,0.11228741,none
0.0,1.0,0.164786,middle left
0.0,1.0,1.3238645,middle left
-0.5,66.0,0.37748352,none
1.0,66.0,0.1913857,none
0.5,5.0,0.03693064,left
0.0,66.0,0.94909555,none
0.5,1.0,0.13009207,middle left
0.5,1.0,0.04403058,middle left
0.0,66.0,0.16271207,none
0.0,7.0,0.12696584,middle right
0.0,6.0,0.22220491,left
1.0,5.0,0.11585063,left
0.0,66.0,0.55864686,none
0.5,2.0,0.6699342,middle right
-1.0,3.0,0.5382311,right
0.5,66.0,0.122475594,none
0.0,66.0,0.17589729,none
0.5,66.0,0.23295255,none
0.0,1.0,0.85076094,middle left
0.0,66.0,0.13381788,none
0.0,66.0,0.12899385,none
0.5,66.0,0.44216886,none
0.0,3.0,0.16538702,right
0.0,2.0,0.40194088,middle right
0.5,66.0,0.17457436,none
0.5,66.0,0.07227397,none
-0.5,1.0,0.25610402,middle left
-0.5,66.0,1.3238643,none
0.0,66.0,0.2552519,none
0.5,1.0,0.17249608,middle left
-1.0,3.0,0.103378005,right
-0.5,66.0,0.42221728,none
1.0,5.0,0.5534915,left
0.5,5.0,0.58381903,left
0.0,66.0,0.39526898,none
0.0,66.0,0.22200777,none
1.0,1.0,0.36657268,middle left
0.0,1.0,0.588903,middle left
0.5,66.0,0.22869827,none
0.0,66.0,0.27772847,none
-0.5,66.0,0.30543512,none
0.5,5.0,1.3238645,left
1.0,5.0,0.116453044,left
0.5,66.0,1.027524,none
1.0,66.0,0.11402514,none
0.5,66.0,0.6676314,none
0.0,66.0,1.1119441,none
0.0,66.0,0.3311059,none
0.0,66.0,0.39649296,none
0.5,66.0,0.22242649,none
0.5,66.0,0.16281125,none
0.0,66.0,0.64132416,none
0.5,7.0,0.77728224,middle right
0.5,66.0,0.09199608,none
0.5,66.0,0.45739654,none
-0.5,3.0,0.123529755,right
0.5,66.0,0.16216733,none
0.5,66.0,0.047825508,none
0.5,6.0,0.05414158,left
0.5,66.0,1.3238642,none
0.5,2.0,0.16786115,middle right
0.5,66.0,0.23458147,none
-0.5,66.0,0.1441259,none
0.5,66.0,0.5162875,none
0.0,66.0,0.34082258,none
0.0,2.0,0.119560294,middle right
0.0,5.0,0.514238,left
0.5,5.0,0.38864112,left
-0.5,66.0,0.85076094,none
0.0,66.0,0.11585063,none
1.0,7.0,0.88348037,middle right
0.5,66.0,0.33983588,none
0.5,66.0,0.22953384,none
0.0,2.0,0.047769975,middle right
0.0,3.0,0.16872005,right
0.0,66.0,0.33084106,none
0.0,66.0,0.16289842,none
0.0,1.0,0.08581877,middle left
1.0,1.0,0.21157856,middle left
0.5,1.0,0.27694744,middle left
-0.5,66.0,1.0542449,none
0.5,3.0,0.11663257,right
0.5,66.0,0.36831623,none
-0.5,66.0,0.21637654,none
0.0,66.0,0.31544432,none
0.5,7.0,0.25875628,middle right
0.0,66.0,0.13009207,none
0.0,1.0,0.2721703,middle left
0.0,3.0,0.57176554,right
0.5,66.0,0.26018414,none
0.0,2.0,0.053822216,middle right
0.0,66.0,0.33769277,none
0.0,66.0,0.16212106,none
0.5,1.0,0.063752726,middle left
